,api_name,api_description,input,example,error
660,hm_wadlinesinit,"Description
Initializes the WAD lines module. This must precede any calls to other
          hm_wadlines* APIs, and must be followed by a call to
          hm_wadlinesend. Any database changes made while inside of the WAD lines
        module will invalidate and delete any WAD results.
","Example
To setup and extract WAD lines data:
hm_wadlinesinit
hm_wadlinessetparameters 45.0 50.0 100.0 100.0 50.0 20.0 25.0 60.0
hm_wadlinessetaxes 0.0 0.0 0.0 1.0 0.0 0.0 0.0 1.0 0.0
*createmark comps 1 ""bonnet"" ""bumper"" ""fenderL"" ""fenderR""
*createmark comps 2 ""windshield"" ""a-pillars""
hm_wadlinessetentities comps 1 comps 2
*createmark elems 1 ""by collector"" wipers
hm_wadlinessetwipers elems 1 0 1
hm_wadlinesgetreferenceline 0
hm_wadlinesgetreferenceline 1
hm_wadlinesgetreferenceline 2
hm_wadlinesgetreferenceline 3
hm_wadlinesgetreferenceline 4
hm_wadlinesgetreferenceline 5
hm_wadlinesgetreferenceline 6
hm_wadlinesgetreferenceline 7
hm_wadlinesgetwadline 1000.0
hm_wadlinesgetwadline 1500.0
hm_wadlinesgetwadline 1700.0
hm_wadlinesgetwadline 2100.0
hm_wadlinesgetgridpoints 1000.0 1500.0 1700.0 2100.0 50.0
hm_wadlinesend
","Errors
None.
",
661,hm_wadlinessetbumper,"Description
Sets the entities for the internal bumper components used for the internal bumper reference
        line and upper/lower leg grid point generation. Unlike the
          hm_wadlinessetentities and hm_wadlinessetwipers
        APIs, using wadlinessetbumper will not reset any stored entities or
        generated reference lines. This allows you to set the bumper entities at any time during
        WADLines analysis and be able to extract any data which has already been calculated. This
        will allow you to reuse these marks if needed.
","Inputs

entity_type
The entity type denoting the internal bumper. Valid values are elems, surfs and comps
            (elems take priority over surfs).
mark_id
The ID of the mark containing the internal bumper entities. Valid values are 1 and 2.

","Example
To setup and extract WAD lines data:
hm_wadlinesinit
hm_wadlinessetparameters 45.0 50.0 100.0 82.5 50.0 20.0 25.0 60.0
hm_wadlinessetaxes 0.0 0.0 182.0 -1.0 0.0 0.0 0.0 -1.0 0.0
hm_createmark components 1 ""by id"" ""100000199 100000200 290000007 410000016 411000016 420000004 420000005 420000006 420000007 420000008 420000009 420000010 420000011 420000012 420000013 420000014 420000015 420000016 420000019 420000020""
hm_createmark components 2 ""by id"" ""100000003 100000010 100000022 100000113""
hm_wadlinessetentities comps 1 comps 2
hm_createmark components 1 ""by id"" ""407000001 407000002""
hm_wadlinessetbumper comps 1
hm_wadlinesgetgridpointsleg 0 100.0 7.0
hm_wadlinesgetgridpointsleg 1 100.0 7.0
hm_wadlinesgetgridpointsleg 0 100.0 8.0
hm_wadlinesgetgridpointsleg 1 100.0 8.0
hm_wadlinesend
","Errors
Incorrect usage results in a Tcl error. To detect
        errors, you can use the catch
        command:if { [ catch {command_name...} ] } {
   # Handle error
}
"
662,hm_wadlinessetentities,"Description
Sets the entities used for a WAD lines analysis.
","Inputs

entity_type_front
The entity type denoting the front of the vehicle (bumper, bonnet, fenders). Valid
            values are elems, surfs and comps (elems take priority over surfs).
mark_id_front
The ID of the mark containing the front entities. Valid values are 1 and 2.
mode_or_entity_type_rear
One of the following:
- The entity type denoting the rear of the vehicle (windshield, a-pillars). Valid
            values are elems, surfs and comps (elems take priority over surfs).
- The string all_in_one to denote all entities are given in
              mark_id_front, or front_only to run only a front
            bumper analysis.
mark_id_rear
The ID of the mark containing the rear entities if
              mode_or_entity_type_rear is a specific entity type, or blank if one
            of the strings is used. Valid values are 1 and 2.

","Examples
To setup and extract WAD lines data:
hm_wadlinesinit
hm_wadlinessetparameters 45.0 50.0 100.0 100.0 50.0 20.0 25.0 60.0
hm_wadlinessetaxes 0.0 0.0 0.0 1.0 0.0 0.0 0.0 1.0 0.0
*createmark comps 1 ""bonnet"" ""bumper"" ""fenderL"" ""fenderR""
*createmark comps 2 ""windshield"" ""a-pillars""
hm_wadlinessetentities comps 1 comps 2
*createmark elems 1 ""by collector"" wipers
hm_wadlinessetwipers elems 1 0 1
hm_wadlinesgetreferenceline 0
hm_wadlinesgetreferenceline 1
hm_wadlinesgetreferenceline 2
hm_wadlinesgetreferenceline 3
hm_wadlinesgetreferenceline 4
hm_wadlinesgetreferenceline 5
hm_wadlinesgetreferenceline 6
hm_wadlinesgetreferenceline 7
hm_wadlinesgetwadline 1000.0
hm_wadlinesgetwadline 1500.0
hm_wadlinesgetwadline 1700.0
hm_wadlinesgetwadline 2100.0
hm_wadlinesgetgridpoints 1000.0 1500.0 1700.0 2100.0 50.0
hm_wadlinesend
The above example can be modified instead to put all entities on the first mark:
...
*createmark comps 1 ""bonnet"" ""bumper"" ""fenderL"" ""fenderR"" ""windshield"" ""a-pillars""
hm_wadlinessetentities comps 1 all_in_one
...
The example can be modified instead to only run a bumper analysis:
...
*createmark comps 1 ""bonnet"" ""bumper"" ""fenderL"" ""fenderR""
hm_wadlinessetentities comps 1 front_only
...
","Errors
Incorrect usage results in a Tcl error. To detect
        errors, you can use the catch
        command:if { [ catch {command_name...} ] } {
   # Handle error
}
"
663,hm_wadlinessetoptions,"Description
Sets various WAD lines module options. Accepts a series of name value pairs, and any number
        of pairs may be given. This API may be called any number of times, such as once per option,
        or just once with all the options. The API can be called at any time during the analysis,
        thus allowing options to change between calls. Changes do not retroactively update any
        previous calculated results. It is recommended that this API be called before any results
        are requested.
If an option is not given it will be assigned a default value. If the options
          protocol_method and protocol_version are set using this
        API, and not set in other APIs which accept them, those APIs will default to the values set
        by this API.
The following are the options which can be set using this API:
","Inputs

blerl_height
The height from the ground to start the straight edge for creating the bonnet leading
            edge reference line.  Default 600.0.
blerl_offset
The offset distance used to create the bonnet leading edge reference line.  Default
            82.5.
blerl_selen
The length of the straight edge used to create the bonnet leading edge reference line.
            Default 1000.0.
brrl_offset
The offset distance used to create the bonnet rear reference offset line.  Default
            82.5.
corner_gauge_height
The total height of the corner gauge (UN-R127). Default 236.0.
corner_height_max
The maximum value for the height of the center of the corner gauge (UN-R127). Default
            1003.0.
corner_height_min
The minimum value for the height of the center of the corner gauge (UN-R127). Default
            75.0.
cycling_impact_angle
The impact angle of cyclist headform impact points. Default 60.
cycling_zone_max
The WAD line where cycling impact zone ends. Used in regulation CNCAP 2021 and
            EuroNCAP 2022/2023. Default 0.
cycling_zone_min
The WAD line where cycling impact zone starts. Used in regulation CNCAP 2021 and
            EuroNCAP 2022/2023. Default 0.
groundz_cord
The height of the ground plane for which marking is done, stored as a
            structuralproperty.  Default 0.0.
headform_adult_impact_angle
The impact angle used for adult headform points.  Default 65.0.
headform_child_impact_angle
The impact angle used for child headform points.  Default 50.0.
headform_forward_impact_angle
The impact angle used for horizontally projected headform points.  Default 20.0.
horiz_proj_min_angle
The minimum angle used to determine if points should be horizontally projected (Euro
            NCAP 8.2). Default 60.0.
horiz_proj_min_dist
The minimum distance allowed between horizontally projected grid points and other grid
            points (Euro NCAP 8.2). Default 50.0.
impactor_mass
The mass of the impactor used to test upper legform impact point.  Default 10.5.
impactor_mass_nominal
The nominal mass of the impactor used to test upper legform impact point.  Default
            7.4.
init_velocity
The initial velocity of the impactor.  Default 11.11.
leg_offset
The offset distance from the corner bounds where legform points are not created.
            Default for GTR 42.0.
protocol_method
0 - Euro NCAP (default)
1 - Homologation
2 - ECER
3 - UN-R127 for corners, Euro NCAP elsewhere
4 - CNCAP
protocol_version
Used for Euro NCAP protocol, 8.4 (default if not specified), 7.0, 8.0 or 8.2.
side_ref_wad_dist
The WAD distance used for extending reference lines forward (Euro NCAP 8.2). Default
            1000.
srl_left_offset
The offset distance used to create the left bonnet side reference offset line.
            Default 82.5.
srl_right_offset
The offset distance used to create the right bonnet side reference offset line.
            Default 82.5.
upper_legform_max_energy
The upper limit for energy of the upper leg impactor.  Default 457.0.
upper_legform_min_energy
The lower limit for energy of the upper leg impactor.  Default 160.0.
upperlegbumper_lowerlimit
The lower limit used to create lower legform points.  Default 425.0.
upperlegbumper_upperlimit
The upper limit used to create lower legform points.  Default 500.0.
wad_method
0 - Measures along the surface of the vehicle, not direct from bonnet to
            windshield
1 - Measures along tangent (default)
zheight
The z height parameter for impact points created through the
              hm_wadlinesgetgridpoints command.

","Example
To setup and extract WAD lines data, specifying Euro NCAP version 8.0:
hm_wadlinesinit
hm_wadlinessetoptions prototol_version 8.0
hm_wadlinessetparameters 45.0 50.0 100.0 100.0 50.0 20.0 25.0 60.0
hm_wadlinessetaxes 0.0 0.0 0.0 1.0 0.0 0.0 0.0 1.0 0.0
*createmark comps 1 ""bonnet"" ""bumper"" ""fenderL"" ""fenderR""
*createmark comps 2 ""windshield"" ""a-pillars""
hm_wadlinessetentities comps 1 comps 2
*createmark elems 1 ""by collector"" wipers
hm_wadlinessetwipers elems 1 0 1
hm_wadlinesgetreferenceline 0
hm_wadlinesgetreferenceline 1
hm_wadlinesgetreferenceline 2
hm_wadlinesgetreferenceline 3
hm_wadlinesgetreferenceline 4
hm_wadlinesgetreferenceline 5
hm_wadlinesgetreferenceline 6
hm_wadlinesgetreferenceline 7
hm_wadlinesgetwadline 1000.0
hm_wadlinesgetwadline 1500.0
hm_wadlinesgetwadline 1700.0
hm_wadlinesgetwadline 2100.0
hm_wadlinesgetgridpoints 1000.0 1500.0 1700.0 2100.0 50.0
hm_wadlinesend
","Errors
Incorrect usage results in a Tcl error. To detect
        errors, you can use the catch
        command:if { [ catch {command_name...} ] } {
   # Handle error
}
"
664,hm_wadlinessetaxes,"Description
Sets the origin and coordinate axes for a WAD lines analysis.
","Inputs

origin_x origin_y origin_z
Defines the X, Y and Z coordinates of the origin. Must be at the vehicle centerline
            (default 0,0,0).
forward_x forward_y forward_z
Defines the vector pointing toward the front of the vehicle (default 1,0,0).
left_x left_y left_z
Defines the vector pointing toward the left side of the vehicle (default 0,1,0).

","Example
To setup and extract WAD lines data:
hm_wadlinesinit
hm_wadlinessetparameters 45.0 50.0 100.0 100.0 50.0 20.0 25.0 60.0
hm_wadlinessetaxes 0.0 0.0 0.0 1.0 0.0 0.0 0.0 1.0 0.0
*createmark comps 1 ""bonnet"" ""bumper"" ""fenderL"" ""fenderR""
*createmark comps 2 ""windshield"" ""a-pillars""
hm_wadlinessetentities comps 1 comps 2
*createmark elems 1 ""by collector"" wipers
hm_wadlinessetwipers elems 1 0 1
hm_wadlinesgetreferenceline 0
hm_wadlinesgetreferenceline 1
hm_wadlinesgetreferenceline 2
hm_wadlinesgetreferenceline 3
hm_wadlinesgetreferenceline 4
hm_wadlinesgetreferenceline 5
hm_wadlinesgetreferenceline 6
hm_wadlinesgetreferenceline 7
hm_wadlinesgetwadline 1000.0
hm_wadlinesgetwadline 1500.0
hm_wadlinesgetwadline 1700.0
hm_wadlinesgetwadline 2100.0
hm_wadlinesgetgridpoints 1000.0 1500.0 1700.0 2100.0 50.0
hm_wadlinesend
","Errors
Incorrect usage results in a Tcl error. To detect
        errors, you can use the catch
        command:if { [ catch {command_name...} ] } {
   # Handle error
}
None.
"
665,hm_wadlinessetwipers,"Description
Sets the wiper entities used for a WAD lines analysis.
","Inputs

entity_type
The entity type denoting the wipers. Valid values are elems, surfs and comps (elems
            take priority over surfs).
mark_id
The ID of the mark containing the wiper entities. Valid values are 1 and 2.
use_for_reference_line 
0 - Off 
1 - On
 use_for_wad_line
0 - Off 
1 - On

","Example
To setup and extract WAD lines data:
hm_wadlinesinit
hm_wadlinessetparameters 45.0 50.0 100.0 100.0 50.0 20.0 25.0 60.0
hm_wadlinessetaxes 0.0 0.0 0.0 1.0 0.0 0.0 0.0 1.0 0.0
*createmark comps 1 ""bonnet"" ""bumper"" ""fenderL"" ""fenderR""
*createmark comps 2 ""windshield"" ""a-pillars""
hm_wadlinessetentities comps 1 comps 2
*createmark elems 1 ""by collector"" wipers
hm_wadlinessetwipers elems 1 0 1
hm_wadlinesgetreferenceline 0
hm_wadlinesgetreferenceline 1
hm_wadlinesgetreferenceline 2
hm_wadlinesgetreferenceline 3
hm_wadlinesgetreferenceline 4
hm_wadlinesgetreferenceline 5
hm_wadlinesgetreferenceline 6
hm_wadlinesgetreferenceline 7
hm_wadlinesgetwadline 1000.0
hm_wadlinesgetwadline 1500.0
hm_wadlinesgetwadline 1700.0
hm_wadlinesgetwadline 2100.0
hm_wadlinesgetgridpoints 1000.0 1500.0 1700.0 2100.0 50.0
hm_wadlinesend
","Errors
Incorrect usage results in a Tcl error. To detect
        errors, you can use the catch
        command:if { [ catch {command_name...} ] } {
   # Handle error
}
None.
"
666,hm_writeviewcommands,"Description
Sets the state of writing certain view commands to the command file. The following commands
        are affected:

*rotateabout
*view
*view_restoreprevious
*viewset
*window

","Inputs

mode
0 - Do not write these commands to the command file 
1 - Write these commands to the command file

","Example
To disable writing the view commands to the command file:
hm_writeviewcommands 0
","Errors
Incorrect usage results in a Tcl error. To detect
        errors, you can use the catch
        command:if { [ catch {command_name...} ] } {
   # Handle error
}
"
667,hm_xformvectoratpointtoglobal,"Description
This command returns the three global components of a locally defined vector.
This command can be used in conjunction with
          hm_xformvectoratpointtolocal to convert a vector from one coordinate
        system to another.
","Inputs

x y z
The x, y, and z values should be given relative to the local coordinate system
              syst_id.
syst_id
The x, y, and z values should be given relative to the local coordinate system
              syst_id. If syst_id is a cylindrical system, r,
            t, and z must be used for x, y, and z. If syst_id is a spherical
            system, r, t, and p must be used for x, y, and z.
node_id
The base of the vector is specified by node_id which must be a node
            in the current model.

","Example
To convert the vector (1,0,0) at base node 10 defined in rectangular system ID 5 to the
        cylindrical system ID 8:
set g_xyz [hm_xformvectoratpointtoglobal 1 0 0 5 10]
set g_x [lindex $g_xyz 0]
set g_y [lindex $g_xyz 1]
set g_z [lindex $g_xyz 2]
set l_rtz [hm_xformvectoratpointtolocal $g_x $g_y $g_z 8 10]
","Errors
Incorrect usage results in a Tcl error. To detect
        errors, you can use the catch
        command:if { [ catch {command_name...} ] } {
   # Handle error
}
If syst_id does not exist, you will get the following error:
        System syst_id could not be found. 
If node_id does not exist, you will get the following
        error:Node node_id could not be found.
"
668,hm_xpointlocal,"Inputs

system_id
The ID of the system into which the point should be transformed.
x y z
The coordinates of the point to be transformed in the global system.

","Errors
None.
",,
669,hm_ypointlocal,"Description
Transforms a coordinate into a local system and returns the y value of the transformed
        point.
","Inputs

system_id
The ID of the system into which the point should be transformed.
x y z
The coordinates of the point to be transformed in the global system.

","Errors
None.
",
670,hm_zpointlocal,"Description
Transforms a coordinate into a local system and returns the z value of the transformed
        point. 
","Inputs

system_id
The ID of the system into which the point should be transformed.
x y z
The coordinates of the point to be transformed in the global system.

","Errors
None.
",
671,hwct_getinfofromlibrary,"Description
Query information from a currently connected library.
","
Inputs


entity_type
The type of connected library.  Currently only supported for subsystems.
mark_id
The ID of the mark of entities. Valid values are 1 and 2.
attribute_list
The list of attributes, separated by semi-colons (e.g. {attribute1; attribute2; ...;
            attributeN}).
childgroupname=<value>
The group name of the children on which the attribute information is needed.
childkey=<value>
The returned information is gropued by this key attribute on the child.
filter=<value>
all - Process all children of the given childgroupname for the
            input entities
retrieved - Process only those children retreived from the library

","Examples
Query the library for subsystem 2 and list it as per the childkey (hwrepalis). The child
        here is crash for subsystem 2:
{ 2 { crash { smd_cid : 6932c5faac1cc748a333bf0c49fb2f61 } } }
*createmark subsystems 1 2
set library_info [hwct_getinfofromlibrary subsystems 1 id childgroupname=representations childkey=hwrepalias filter=retrieved]

","Errors
Incorrect usage results in a Tcl error. To detect
        errors, you can use the catch
        command:if { [ catch {command_name...} ] } {
   # Handle error
}
"
672,hf_getdrawbeadforce,"Description
This command returns the locking condition, restraint force, closure force and final
        force.
","Inputs

material_name
Name for the material
thickness
Blank thickness
height
Draw bead height
radius
Draw bead radius
shoulder_radius
Shoulder radius
friction
Friction
type
Shape type: 
1 - round 
2 - step 
3 - square

","Example
set returnValue [hf_getdrawbeadforce ""CRDQ"" 1.0 1.0 6.25 6.25 0.125 1]
set locking [ lindex $ returnValue 0 ]
set restraint [ lindex $ returnValue 1 ]
set closure [ lindex $ returnValue 2 ]
set final [ lindex $ returnValue 3 ]
","Errors
Incorrect usage results in a Tcl error. To detect
        errors, you can use the catch
        command:if { [ catch {command_name...} ] } {
   # Handle error
}
"
673,hm_answernext,"Inputs

answer
Valid values are yes, no, all (for 'yes to all') and nall (for 'no to all').

","Example
To answer yes to deleting the current model, which has not been saved:
hm_answernext yes
*deletemodel
","Errors
None.
",
674,hm_attributebehavior,"Description
Returns the behavior flag of an attribute on an entity for the current template. If the
        attribute does not exist on the entity, or is not an attribute from the current template, an
        error is returned.
","Inputs

entity_type
The type of entity to query.
entity_name_or_id
The name or ID of the entity.
attribute_name_or_id
The name or ID of the attribute to query. The attribute must be in the current
            template.
search_type
By default, HyperMesh searches for entities by name, and
            if the name is not found, it then searches by ID. This option allows you to specify how
            the search for an entity should be conducted. Valid values are: 
-byname - Search only by name. 
-byid - Search only by ID.

","Example
To get the attribute behavior of the attribute named Rho on material 6 for the LS-DYNA template:
hm_attributebehavior material 6 Rho -byid
","Errors
Incorrect usage results in a Tcl error. To detect
        errors, you can use the catch
        command:if { [ catch {command_name...} ] } {
   # Handle error
}
"
675,hm_attributeidentifier,"Description
Returns the identifier flag of an attribute on an entity for the current template. If the
        attribute does not exist on the entity, or is not an attribute from the current template, an
        error is returned.
","Inputs

entity_type
The type of entity to query.
entity_name_or_id
The name or ID of the entity.
attribute_name_or_id
The name or ID of the attribute to query. The attribute must be in the current
            template.
search_type
By default, HyperMesh searches for entities by name, and
            if the name is not found, it then searches by ID. This option allows you to specify how
            the search for an entity should be conducted. Valid values are: 
-byname - Search only by name. -
byid - Search only by ID.

","Examples
To get the attribute identifier of the attribute named Rho on material 6 for the LS-DYNA template:
hm_attributeidentifier material 6 Rho -byid
To get the attribute behavior of attribute ID 118 on material 6 for the LS-DYNA template:
hm_attributeidentifier material 6 118 -byid
","Errors
Incorrect usage results in a Tcl error. To detect
        errors, you can use the catch
        command:if { [ catch {command_name...} ] } {
   # Handle error
}
"
676,hm_attributeindexstatus,"Description
Returns the status flag of an indexed attribute on an entity.
","Inputs

entity_type
The type of entity to query.
entity_name_or_id
The name or ID of the entity.
attribute_index
The index of the attribute owned by the queried entity (starting at 1).
search_type
By default, HyperMesh searches for entities by name, and
            if the name is not found, it then searches by ID. This option allows you to specify how
            the search for an entity should be conducted. Valid values are: 
-byname - Search only by name. 
-byid - Search only by ID.

","Example
To get the attribute status of the attribute with index 3 on material 6:
hm_attributeindexstatus material 6 3 -byid
","Errors
Incorrect usage results in a Tcl error. To detect
        errors, you can use the catch
        command:if { [ catch {command_name...} ] } {
   # Handle error
}
"
677,hm_attributenamefromid,"Description
Returns an attribute name from the attribute ID for the current template. If the attribute
        does not exist in the current template, an error is returned.
","Inputs

attribute_id
The ID of the attribute to query.

","Example
To get the attribute name of the attribute ID 100:
hm_attributenamefromid 100
","Errors
Incorrect usage results in a Tcl error. To detect
        errors, you can use the catch
        command:if { [ catch {command_name...} ] } {
   # Handle error
}
"
678,hm_attributetype,"Description
Returns the attribute type number of an attribute for the current template. If the
        attribute is not an attribute from the current template, an error is returned. The values
        returned have the following meanings: 
1 - integer 
2 - double
3 - string 
4 - 1D integer array
5 - 1D double array 
6 - entity 
7 - (not supported) 
8 - (not supported) 
9 - 2D integer array 
10 - 2D double array 
11 - string array 
12 - 1D entity array 
13 - 2D entity array


","Inputs

attribute_name_or_id
The name or ID of the attribute to query. The attribute must be in the current
            template.

","Examples
To get the attribute type number of the attribute named LSD_PID for the LS-DYNA template:
hm_attributetype LSD_PID
To get the attribute type number of the attribute ID 149 for the LS-DYNA template:
hm_attributetype 149
","Errors
Incorrect usage results in a Tcl error. To detect
        errors, you can use the catch
        command:if { [ catch {command_name...} ] } {
   # Handle error
}
"
679,hm_ce_errorreport,"Description
Returns the specific reason for the failed realization of a connector.
","Inputs

ce_id
The ID of the connector entity.
reportFlag
0 returns one of the failure criteria. 
1 returns all the causes for failed realization.

","Examples
To obtain a simple report for failed realization for a connector with ID 10:
set ce_id 10;
set single_err_report [ hm_ce_errorrepot $ce_id 0 ];
To get a detailed report returned as list of lists for connector with ID 10:
set ce_id 10;
	set detail_err_report [ hm_ce_errorrepot $ce_id 1 ];
This function returns a report only for the failed connectors. The state of the connector
        can be looked up using the connection information table. All failed connectors are marked
        red.
","Errors
None.
"
680,hm_formnodelistsfrommark,"Description
Forms ordered node lists from a mark of nodes. 
The return consists of a list-of-lists, with each sub-list being an ordered node list.
","Inputs

entity_type
Must be set to nodes.
mark_id
 The ID of the mark containing the input nodes. Valid values are 1 and 2.
?error_mark_id?
The ID of the mark to use for storing any nodes which cannot be formed into a list.
            Valid values are 0 (default, do not store), 1 and 2.
?use_edge_topo?
0 - Do not use the edge selection from the last call to
              *createmarkpanel for nodes. 
1 - Use the edge selection from the last call to *createmarkpanel
            for nodes (default).

","Example
To form node lists from nodes selected by the user via
        *createmarkpanel:
*createmarkpanel nodes 1 ""Select nodes to form lists""
hm_formnodelistsfrommark nodes 1
","Errors
Incorrect usage results in a Tcl error. To detect
        errors, you can use the catch
        command:if { [ catch {command_name...} ] } {
   # Handle error
}
"
681,hm_getgeometricthinsolidinfo,"Description
Identify and return information on thin solid surface groups. 
The output is a list of lists, which includes the below information. 
Basic output mode:
Estimated thickness value. 
Solid ID (for solids input) or first surface ID (for surfaces input).
To get all surfaces within the connected section, take this surface ID and select
                all attached surfaces.




The basic output format looks like:
{thickness1 id1} {thickness2 id2} ... {thicknessN idN}
","Inputs

entity_type
The type of entity to query. Valid values are surfs and solids.
mark_id
The ID of the mark containing the input entities. Valid values are 1 and 2.
<option>=<value>
The advanced options that control the behavior. Multiple options can be
                  specified, in any order.
feature_angle=<angle>
The maximum angle for separating solid features. The default is the
                        geometry feature angle.
max_thickness=<thickness>
The maximum thickness to be considered as a thin solid. Default is 0,
                        meaning unlimited.
mode=<mode>
The output mode, either simple (default) or advanced. The advanced output
                        includes the master, slave and thickness surface group details.
thinsolid_ratio=<ratio>
The ratio between the minimum (thickness) and middle (approximate width)
                        dimensions. Default is 0.5.





","Examples
Query thin solid info on solids 1-3 using defaults:
*createmark solids 1 1-3
hm_isgeometrythinsolid solids 1
{1.25 1} {2.5 3}
Query thin solid info on surfaces 1-10 using simple mode:
*createmark surfs 1 1-10
hm_isgeometrythinsolid surfs 1 mode=simple
{1.25 5}
Query thin solid info on solids 1-3 using advanced mode:
*createmark solids 1 1-3
hm_isgeometrythinsolid solids 1 mode=advanced
{1.25 1 {1 2 3 4 5 6} {7 8 9 10 11 12} {13 14 15 16}} {2.5 3 {101 102 103 104} {105 106 107 108} {109 110 111 112}}
Query thin solid info on surfaces 1-20 using advanced mode:
*createmark surfs 1-20
hm_getgeometricthinsolidinfo surfs 1 mode=advanced
{0.5 0 {1} {7} {13 14 15}} {1 0 {2 10 11 12 16} {3 4 5 6} {8 9 17 18}}
","Errors
Incorrect usage results in a Tcl error. To detect
        errors, you can use the catch
        command:if { [ catch {command_name...} ] } {
   # Handle error
}
"
682,hm_gethistorymemoryusage,"Description
Returns the current amount of memory used for recording history.
","Example
To get the current amount of memory used for recording history:
hm_gethistorymemoryusage
","Errors
None.
",
683,hm_gethmfileversion,"Description
Returns the binary file version string for a specified HyperMesh database. The string is comprised of 2 parts, major-minor, where:
major is the major file version. It is itself comprised of two parts,
            release.binary.
minor is the minor file version.

For example:  13.02-110
","Inputs

filename
The full path and filename of the database file. Paths with spaces must be enclosed in
            quotes.

","Example
To get the file version for C:\temp\test.hm:
hm_gethmfileversion  C:/temp/test.hm
","Errors
Incorrect usage results in a Tcl error. To detect
        errors, you can use the catch
        command:if { [ catch {command_name...} ] } {
   # Handle error
}
"
684,hm_getidpoolsforidrange,"Description
This command returns a list of pool names for the specified entity_type
        and solver_id_range. The solver_id_range
        must be specified using solver ID values. The range must be specified using a dash - to
        define the range. Only one continuous range may be specified.
If a entity of entity_type exists with the same solver ID in multiple
        pools, all pools containing that solver ID will be returned.
This command is only applicable to templates that support ID pools.
","Example
To get the list of pool names for elements with solver IDs 100-300:
hm_getidpoolsforidrange elems 100-300
","Errors
Incorrect usage results in a Tcl error. To detect
        errors, you can use the catch
        command:if { [ catch {command_name...} ] } {
   # Handle error
}
",
685,hm_getincludes,"Description
Returns a list of include IDs or names. Only one argument may be specified at a time. If no
        argument is specified, the IDs are returned.
The IDs and names are returned in the same order.
","Inputs

byshortname
Returns the list of includes by their short names.
byfullname
Returns the list of includes by their full path names.
byshortnameexportpair
Returns the list of includes by their short names, along with the export flag for
            each.
byshortnamesolverflagpair
Returns the list of includes by their short names, along with the solver flag for
            each.
byshortnamealwaysmergeflagpair
Returns the list of includes by their short names, along with the always merge flag
            for each.

","Example
To get the list of include IDs:
hm_getincludes
To get the list of include short names:
hm_getincludes -byshortname
","Errors
Incorrect usage results in a Tcl error. To detect
        errors, you can use the catch
        command:if { [ catch {command_name...} ] } {
   # Handle error
}
"
686,hm_getinternalidlist,"Description
This command returns the internal HyperMesh IDs for a list of
        solver IDs and a solver ID pool. This command is only applicable to templates and entity
        types that have ID pools.
","Inputs

id_pool
The pool ID or name. By default, the value is assumed to be the pool ID. This is
            controlled by the optional search_type argument.
solver_id_list
The list of solver IDs to query. All IDs must belong to the specified pool.
search_type
Defines whether id_pool is specified as a pool name or a pool ID.
            Valid values are -bypoolid and -bypoolname. If not specified, it defaults to
            -bypoolid.

","Examples
To get the internal HM IDs of pool ID 1 and solver IDs 2, 3 and 4:
hm_getinternalidlist 1 ""2 3 4""
or
hm_getinternalidlist 1 ""2 3 4"" -bypoolid
To get the internal HM IDs of pool PROP_IDPOOL and solver IDs 17 and 20:
hm_getinternalidlist PROP_IDPOOL ""17 20"" -bypoolname
","Errors
Incorrect usage results in a Tcl error. To detect
        errors, you can use the catch
        command:if { [ catch {command_name...} ] } {
   # Handle error
}
"
687,hm_getlineendpoint,"Description
Returns the components of the line end point. If the line is a closed loop, the start and
        end points will return the same value.
","Inputs

line_id
The ID of the line.

","Example
To get the components of the end of the line with ID 341:
set list [hm_getlineendpoint 341]
set x [lindex $list 0]
set y [lindex $list 1]
set z [lindex $list 2]
","Errors
Incorrect usage results in a Tcl error. To detect
        errors, you can use the catch
        command:if { [ catch {command_name...} ] } {
   # Handle error
}
"
688,hm_getlinestartpoint,"Description
Returns the components of the line start point. If the line is a closed loop, the start and
        end points will return the same value.
","Inputs

line_id
The ID of the line.

","Example
To get the components of the start of the line with ID 341:
set list [hm_getlinestartpoint 341]
set x [lindex $list 0]
set y [lindex $list 1]
set z [lindex $list 2]
","Errors
Incorrect usage results in a Tcl error. To detect
        errors, you can use the catch
        command:if { [ catch {command_name...} ] } {
   # Handle error
}
"
689,hm_getlinetgendpoint,"Description
Returns the components of the tangent vector and the angle between the tangent vector and
        the z-axis at the line end point. The first 3 return values are the tangent vector
        components, and the 4th return value is the angle.
","Inputs

line_id
The ID of the line.

","Example
To get the components of the tangent vector and the angle between the tangent vector and
        the z-axis at the end of the line with ID 341:
foreach {tg_x tg_y tg_z ang} [hm_getlinetgendpoint 341] {}
","Errors
Incorrect usage results in a Tcl error. To detect
        errors, you can use the catch
        command:if { [ catch {command_name...} ] } {
   # Handle error
}
"
690,hm_getlinetype,"Description
Returns the line type. Return values are:
0 - Free line
1 - Free surface edge
2 - Shared surface edge
3 - Non-manifold surface edge
4 - Suppressed surface edge


","Inputs

line_id
The ID of the line.

","Example
To get the type of the line with ID 341:
hm_getlinetype 341
","Errors
Incorrect usage results in a Tcl error. To detect
        errors, you can use the catch
        command:if { [ catch {command_name...} ] } {
   # Handle error
}
"
691,hm_getllsid,"Description
Returns the IDs of the latitude lines.
","Example
To get the IDs of the latitude lines:
hm_getllsid
","Errors
None.
",
