,api_name,api_description,input,example,error
10,*adaptive_wrapper_mesh_reject,"Description
Rejects the *adaptive_wrapper_mesh operation.
","Examples
#Initialization of wrapper mesh with base mesh
*createmark elements 1 ""all""
*adaptive_wrapper_init elements 1 1 0

# Define features
*clearmark elements 1 
*adaptive_wrapper_set_features 1 1 30 1 1

#Set various meshing and refinement parameters
*createstringarray 7 ""LeakCheckNodes: 20 24 19"" ""GapPatchTolerance: 3.0"" ""HolePatchTolerance: 10.0"" ""RefineByBoxCompIds: 4 5 6"" ""RefineByNodeCurvature: 1"" ""RefineByFeatureProximity: 0"" ""RefineByAllElemSize: 1""
*adaptive_wrapper_set_params 10 0.1 1 7

#Proximity options
eval *createstringarray 3 ""WithinGroup: 0.5 1 3 10 12 13"" ""WithinGroup: 1.5 3 9 20"" ""AcrossGroup: 0.5 3 10 12 13 4 9 8 7 19""
*adaptive_wrapper_proximity_params 1 0.2 1 3

#Build skeletal octree structure
*adaptive_wrapper_build

#Generate mesh
*createstringarray 2  ""DoRemesh: 1"" ""RemeshGrowthRate: 1.2""
*adaptive_wrapper_mesh 0 1 2

#End of wrapper mesh
*adaptive_wrapper_mesh_reject

#End of wrapper mesh
*adaptive_wrapper_end
","Errors
Incorrect usage results in a Tcl error. To detect
        errors, you can use the catch
        command:if { [ catch {command_name...} ] } {
   # Handle error
}
",
11,*adaptive_wrapper_preview_clear,"Description
Clears the preview generated by *adaptive_wrapper_preview.
","Examples
#Initialization of wrapper mesh with base mesh
*createmark elements 1 ""all""
*adaptive_wrapper_init elements 1 1 0

#Build skeletal octree structure
*adaptive_wrapper_build

#Preview all cavities
*adaptive_wrapper_preview

#Clear the preview
*adaptive_wrapper_preview_clear

#Generate Mesh 
*createstringarray 2  ""DoRemesh: 1"" ""RemeshGrowthRate: 1.2""
*adaptive_wrapper_mesh 0  1 2 

#End of wrapper mesh
*adaptive_wrapper_end
","Errors
Incorrect usage results in a Tcl error. To detect
        errors, you can use the catch
        command:if { [ catch {command_name...} ] } {
   # Handle error
}
",
12,*adaptive_wrapper_proximity_params,"Description
Assigns proximity parameters to the adaptive wrapper mesher. Both local and global
        proximity controls can be assigned. This command also allows an option for checking self
        proximity.
This command must be called after *adaptive_wrapper_init and before
          *adaptive_wrapper_build.
","Inputs

self_proximity_for_all
Global option to check self proximity for all elements. Gaps below this value are
            considered to be closed.
prox_lower_bound
Lower proximity bound for global self proximity check.
string_array
The ID of the string array that contains the proximity control parameters. The string
            array is created using the *createstringarray command. This should
            always be set to 1. 
Each string should be contained in quotes and contain one of the following parameters
            as keywords followed by the parameters values. Keywords and the corresponding values can
            be separated by a semicolon. Each keyword can be used multiple times to define different groups.
WithinGroup: <proximity lower bound> <self proximity flag> <number of
                  comps> <comp IDs>...
Local option to check proximity within specified components. For example, to
                  specify a lower proximity value of 0.5 for comps 11-13: 
""WithinGroup: 0.5 1 3 10 12 13""
AcrossGroups: <proximity lower bound> <number of comps in first set>
                  <comp IDs in first set> <number of comps in second set> <comp IDs in
                  second set>
Local option to check proximity between two sets of components. For example, to
                  specify a lower proximity value of 0.5 between comps 10-12 and 20-24:
""AcrossGroups: 0.5 3 10 11 12 5 20 21 22 23 24""


number_of_strings
Integer indicating the size (number of strings) in the string array created using
              *createstringarray.

","Examples
#Initialization of wrapper mesh with base mesh
*createmark elements 1 ""all""
*adaptive_wrapper_init elements 1 1 0

# Define features
*clearmark elements 1 
*adaptive_wrapper_set_features 1 1 30 1 1

#Set various meshing and refinement parameters
*createstringarray 7 ""LeakCheckNodes: 20 24 19"" ""GapPatchTolerance: 3.0"" ""HolePatchTolerance: 10.0"" ""RefineByBoxCompIds: 4 5 6"" ""RefineByNodeCurvature: 1"" ""RefineByFeatureProximity: 0"" ""RefineByAllElemSize: 1""
*adaptive_wrapper_set_params 10 0.1 1 7

#Proximity options
eval *createstringarray 3 ""WithinGroup: 0.5 1 3 10 12 13"" ""WithinGroup: 1.5 3 9 20"" ""AcrossGroup: 0.5 3 10 12 13 4 9 8 7 19""
*adaptive_wrapper_proximity_params 1 0.2 1 3

#Build skeletal octree structure
*adaptive_wrapper_build

#Generate mesh
*createstringarray 2  ""DoRemesh: 1"" ""RemeshGrowthRate: 1.2""
*adaptive_wrapper_mesh 0 1 2

#End of wrapper mesh
*adaptive_wrapper_end
","Errors
Incorrect usage results in a Tcl error. To detect
        errors, you can use the catch
        command:if { [ catch {command_name...} ] } {
   # Handle error
}
"
13,*adaptive_wrapper_set_features,"Description
This command assigns/extracts features for the adaptive wrapper mesher.
This command must be called after *adaptive_wrapper_init and before
          *adaptive_wrapper_build.
","Inputs

feature_type
The feature extraction scheme. Valid values are: 
1 - Simple feature extraction 
2 - Connected feature extraction 
3 - User defined features 
4 - Do not use features
mark_id
The mark ID containing user-defined plotel feature elements. Valid values are 1 and 2.
Only used if feature_type is 3.
feature_angle
If feature_type is 1 or 2, this is the feature angle used for
            feature extraction.
clean_features
1 - Cleans features based on feature overlap. This is used to avoid excessive
            refinement.
cleanup_tol
If clean_feature is 1, this is the tolerance used to check for
            feature overlap.

","Examples
#Initialization of wrapper mesh with base mesh
*createmark elements 1 ""all""
*adaptive_wrapper_init elements 1 1 0

# Define features
*clearmark elements 1 
*adaptive_wrapper_set_features 1 1 30 1 1

#Set various meshing and refinement parameters
*createstringarray 7 ""LeakCheckNodes: 20 24 19"" ""GapPatchTolerance: 3.0"" ""HolePatchTolerance: 10.0"" ""RefineByBoxCompIds: 4 5 6"" ""RefineByNodeCurvature: 1"" ""RefineByFeatureProximity: 0"" ""RefineByAllElemSize: 1""
*adaptive_wrapper_set_params 10 0.1 1 7

#Proximity options
eval *createstringarray 3 ""WithinGroup: 0.5 1 3 10 12 13"" ""WithinGroup: 1.5 3 9 20"" ""AcrossGroup: 0.5 3 10 12 13 4 9 8 7 19""
*adaptive_wrapper_proximity_params 1 0.2 1 3

#Build skeletal octree structure
*adaptive_wrapper_build

#Generate mesh
*createstringarray 2  ""DoRemesh: 1"" ""RemeshGrowthRate: 1.2""
*adaptive_wrapper_mesh 0 1 2

#End of wrapper mesh
*adaptive_wrapper_end
","Errors
Incorrect usage results in a Tcl error. To detect
        errors, you can use the catch
        command:if { [ catch {command_name...} ] } {
   # Handle error
}
"
14,*add_multi_washer_elements,"Description
This command is used to add washer elements to circular holes of shell meshes. Multiple
        holes can be handled at a time.
","Inputs

node_mark_id
The mark of nodes on the circular holes to add washers to. Valid values are 1 and 2.
feature_angle
Defines the mesh feature lines around washer elements. The range should be (0, 180).
            It is usually set to 30.
string_array
The string array ID that contains the washer element information. The string array is
            created using the *createstringarray command. This should always be
            set to 1. 
The first string in quotations should contain the following parameters as keywords
            followed by the parameters values. Keywords and the corresponding values can be
            separated by blanks and/or by ""="":
layer_number <layers> 
The number of washer element layers, > 0.
uniform_layers <flag> 
The value is 1 or 0. 1 means that all layer widths are uniform.
hole_density <value> 
The washer element density on the hole.

All other strings define layer width parameter groups. If
                uniform_layers is set to 1, only one layer width parameter group
              is needed. Otherwise, the number of groups should be the same as the layer number.
              Each group contains 2 quoted values:

width_flag <flag> 
1 - The width_value defines the width of the layer, otherwise
                  it is defined as the ratio of the layer width over the hole radius.
width_value <value>
Defines the width of the layer.


number_of_strings
Integer indicating the size (number of strings) in the string array created using
              *createstringarray.
periphery_node_mark_id
The output mark of periphery nodes generated on the hole. Valid values are 0, 1 and 2. 
0 - No periphery nodes are placed on the mark.
background_elem_mark_id
The output mark of background elements to be deleted in order to update the
            connectivity of the newly created elements and their neighbors. Valid values are 0, 1
            and 2. 
0 - Background elements are deleted and element connectivity is updated. Otherwise,
            the background elements are kept and placed on the mark.
rigid_spider
Valid values are 0, 1 and 2. If the value is set to 0, no rigid elements will be
            created inside the hole. 
1 - A single spider will be created inside the hole. 
2 - Individual rigid elements will be created for periphery nodes.
local_cordinate_system
1 - A local coordinate system will be created in the plane of the hole.

","Examples
To add washer elements around the hole containing node 60, using 2 element layers of
        uniform size, a density of 8 and a width of 5.0:
*createmark nodes 1 60
*createstringarray 2 ""layer_number = 2 uniform_layers = 1 hole_density = 8""  ""1 5.0""
*add_multi_washer_elements 1 30 1 2 0 0 1 1
","Errors
Incorrect usage results in a Tcl error. To detect
        errors, you can use the catch
        command:if { [ catch {command_name...} ] } {
   # Handle error
}
"
15,*add_rib,"Description
This command creates a rib whose position is determined by a profile plane together with
        two points that are located on two given surfaces, respectively. The mid-plane of the rib
        will be always parallel to the profile plane. The rib is allowed to cut into some other ribs
        transversely as it goes from surface1 to surface2,
        hence creating multiple walls in between. They are also allowed to go over some other ribs
        or bumps. 
","Inputs

plane_id
The ID of a plane created using the *createplane command. This
            defines the rib profile plane.
surface_id1
The ID of the first surface on which a rib end is located.
surface_id2
The ID of the second surface on which a rib end is located.
x1, y1, z1
The coordinates of the first rib end point, on surface_id1. This
            point does not have to be on the profile plane but it should be close enough for
            accurate positioning of the rib. The intersection line of surface_id1
            with the profile plane_id is calculated and the closest location on
            this line to the input is used, which would be located both on
              surface_id1 and the profile plane_id at the same
            time.
x2, y2, z2
The coordinates of the second rib end point, on surface_id2. This
            point does not have to be on the profile plane but it should be close enough for
            accurate positioning of the rib. The intersection line of surface_id2
            with the profile plane_id is calculated and the closest location on
            this line to the input is used, which would be located both on
              surface_id2 and the profile plane_id at the same
            time.
width
The distance between the side planes of the rib measured at the top plane of the rib.
            It is the width of the top plane of the rib and its value must always be greater than
            zero.
draft_angle
The tilt angle of the side planes of the rib with respect to the mid-plane of the rib.
            If the draft angle is zero, then the sides of the rib will be parallel to the mid-plane
            of the rib. As the draft angle increases, the side planes open up from the bottom of the
            rib, keeping the locations fixed at the top plane of the rib. Negative draft angles are
            allowed, but if too large, might result in intersection of side planes with each other
            hence the rib might fail to be created.
plane_position
Specifies if the profile plane is going to be coincident with the mid-plane (i.e.,
            value 0), or if it will be on its left or right (i.e., values 1 and 2, respectively) at
            a distance which is equal to half of the width. 
options
0 - Triangular rib 
1 - Quadrilateral rib

","Examples
To create a triangular rib that has a width of 0.8 and a draft angle of 4.0 degrees, using
        the x-y plane with base (0, 0, and 0). The rib will be created on the left of this profile
        plane. The rib will start at surface 9 and end at surface 6. The exact start location is the
        closest point to point (12.0, 35.0, and 22.0) that is at the intersection of surface 9 with
        profile plane and the exact end position is determined similarly by point (10.5, 35.5, and
        17.5) using surface 6 and profile plane.
*createplane 1 0 0 1 0 0 0
*add_rib 1 9 6 12.0 35.0 22.0 10.5 35.5 17.5 0.8 4.0 2 0
","Errors
Incorrect usage results in a Tcl error. To detect
        errors, you can use the catch
        command:if { [ catch {command_name...} ] } {
   # Handle error
}
"
16,*addfacestocontactsurfusingfacenumber,"Description
Adds elements using the face number to a contact surface.
","Inputs

name
The name of the contact surface to update.
mark_id
The mark ID that contains the elements to add. Valid values are 1 and 2.
face_number
The face number of the element (starting from 0).
reverse_normals
0 - Create contact surface along element normal.
1 - Create contact surface opposite element normal.
element_id
The single element ID to use (default is 0).
use_element_id
0 - Use mark_id (default).
1 - Use element_id.

","Examples
To add elements 1 through 100 using face number 2 to contactsurf
        ""test"":
*createmark elems 1 1-100
*addfacestocontactsurfusingfacenumber ""test"" 1 1 0 0 0
","Errors
Incorrect usage results in a Tcl error. To detect
        errors, you can use the catch
        command:if { [ catch {command_name...} ] } {
   # Handle error
}
"
17,*addincludetodisplay,"Description
This command displays/unmasks all of the entities in the specified include file to the
          HyperMesh
modeling window.
","Inputs

id
The ID of the include file. An ID of 0 selects the master file. If not specified,
            should be blank """".
shortname
The shortname of the include file. This value can be blank when id
            is specified. If not specified, should be blank """".

","Examples
To add the entities in the include with ID 3 to the display:
*addincludetodisplay 3 """"
To add the entities in the include with shortname elems.fem to the
        display:*addincludetodisplay """" elems.fem
","Errors
Incorrect usage results in a Tcl error. To detect
        errors, you can use the catch
        command:if { [ catch {command_name...} ] } {
   # Handle error
}
"
18,*addshellstocontactsurf,"Inputs

Name
Name of the contactsurf being created.
Elemmark
Elements to be added to contactsurf.
Reversenormals
Direction of normal for contactsurfs.
0 - Along element normal.
1 - Opposite element normal. Set to 1, if normals need be opposite to element
                normals.



","Example
Add elements on mark 1 to contactsurf ""test"".
*addshellstocontactsurf(""test"", 1, 0)
",,
19,*adjustcontactsurfacenormal,"Description
Adjusts a contact surface normal using an orientation element.
","Inputs

name
The name of the contact surface entity to adjust.
mark_id1
The ID of the mark of elements to adjust, when flag is 1. Valid values are 1 and 2.
elem_flag
Flag for reversing the contact normal of all or individual elements of the contact
            surface.
0 - All elements, mark_id is ignored
1 - Individual elements, mark_id is used.
orientation_element
The ID of the shell element that should be used for shell contact surface normal
            correction on shell face. This element should be part of the selection.
reverse_normal
0 - Correct contact normal along the direction of
              orientation_element normal (default)
1 - Correct contact normal opposite to the direction of
              orientation_element normal

","Examples
To adjust the normal of contactsurf ""test"" for the elements on mark 1 in the normal
        direction of reference element id 23:
*createmark elems 1 12 29 53 23
*adjustcontactsurfacenormal ""test"" 1 1 23 0
To adjust the normal of contactsurf ""test"" for the elements on mark 1 in the reverse normal
        direction of reference element id
        23:*createmark elems 1 12 29 53 23
*adjustcontactsurfacenormal ""test"" 1 1 23 1
","Errors
Incorrect usage results in a Tcl error. To detect
        errors, you can use the catch
        command:if { [ catch {command_name...} ] } {
   # Handle error
}
"
20,*adjustmass,"Description
Adjust mass for a selection of components for LS-DYNA.
","
Inputs



entity_type

Must be set to comps.

target_mass

The target mass.

target_cogx

The target COG x location.

target_cogy

The target COG y location.

target_cogz

The target COG z location.

","Examples
To adjust mass for component 100 to 200 with COG at (1000,1000,1000):
*createmark comps 1 200
*adjustmass comps 1 200 1000 1000 1000
","Errors
Incorrect usage results in a Tcl error. To detect
        errors, you can use the catch
        command:if { [ catch {command_name...} ] } {
   # Handle error
}
"
21,*admasconnectivityupdatemultentselectwithvisnod,"Description
Updates mass elements. A visualization node is used when updating and the number of
        selected entities are greater than one. This is because a set is automatically created from
        those entities and attached to the mass element.
","Inputs

mass_elem_id
The ID of the mass element to update.
entity_type
The type of entity containing the nodes which the mass element will be updated with.
            Valid entity types are comps, mats, blocks, assems, props, sets and nodes.
mark_id
The ID of the mark containing the entity_type entities. Valid values are 1 and 2.
additional_node_mark_id
The ID of the mark containing any additional nodes. Valid values are 1 and 2.

For now this option is ignored.
vis_node_id
The ID of the visualization node.

","Examples
To update mass element with ID 100, using components 1-3 and visualization node 50:
*createmark comps 1 1-3
*admasconnectivityupdatemultentselectwithvisnod 100 comps 1 0 50
","Errors
Incorrect usage results in a Tcl error. To detect
        errors, you can use the catch
        command:if { [ catch {command_name...} ] } {
   # Handle error
}
"
22,*AE_AttachmentAbsorb,"Description
Absorb FE into attachments.
","
Inputs


entity_type
The entity type to absorb.  Valid values are nodes and elements.
integer_array
The ID of the integer array created using *createarray, which
            contains the IDs of the entities to absorb.  Must be set to 1.  If the array is empty,
            all rigidlink, RBE2 and RBE3 elements are considered.
number_of_integers
The number of integers in the array.  If 0, all elements are considered.
option
A flag to specify if the absorption logic should consider selected entities or all
            elements:
0- Consider specific
1 - Consider all rigidlink, RBE2 and RBE3 elements
config
The config for the attachment:
1 - Rigid spider
2 - Rigid patch

","Examples
Absorb an attachment from elements 116 and 227 (RBE2
        types):*createarray 2 116 227
*AE_AttachmentAbsorb elements 1 2 0 1
Absorb an attachment from all the rigidlink, RBE2 and RBE3
        elements:*AE_AttachmentAbsorb elements 1 0 1 1
","Errors
Incorrect usage results in a Tcl error. To detect
        errors, you can use the catch
        command:if { [ catch {command_name...} ] } {
   # Handle error
}
"
23,*AE_AttachmentControlCreateFromAnother,"Description
Duplicate an attachment control.
","
Inputs


new_name
The name of the new attachment control to create.
old_name
The name of the existing attachment control to duplicate.
reserved
Reserved for future use.  Must be set to 1.

","Examples
To create an attachment control RigidSpider_2 from RigidSpider_1:
*AE_AttachmentControlCreateFromAnother RigidSpider_2 RigidSpider_1 1 
","Errors
Incorrect usage results in a Tcl error. To detect
        errors, you can use the catch
        command:if { [ catch {command_name...} ] } {
   # Handle error
}
"
24,*AE_AttachmentControlDefaultCreate,"Description
Initializes the attachment control defaults.  Must be called before any attachment controls
        can be used or saved.
","
Inputs


reserved1
Reserved for future use, must be set to """".
reserved2
Reserved for future use, must be set to 1.

","Examples
Create an attachment control named ""myattachmentcontrol"", derived from the rigid spider
        default:
*AE_AttachmentControlDefaultCreate """" 1
*AE_AttachmentControlCreateFromDefault ""myattachmentcontrol"" ""rigidspider"" 1
","Errors
Incorrect usage results in a Tcl error. To detect
        errors, you can use the catch
        command:if { [ catch {command_name...} ] } {
   # Handle error
}
"
25,*AE_ConvertBoltLinkToAttachment,"Description
Converts connector bolt comp/part links to attachment links.  New attachments are created
        as needed.
","
Inputs


mark_id
The ID of the mark of connectors to convert.  Valid values are 1 and 2.

","Examples
Convert all bolt connectors to bolt connectors with attachments as links:
*createmark connectors 1 all
*AE_ConvertBoltLinkToAttachment 1
","Errors
Incorrect usage results in a Tcl error. To detect
        errors, you can use the catch
        command:if { [ catch {command_name...} ] } {
   # Handle error
}
"
26,*AE_Unrealize,"Description
Unrealize attachments
","
Inputs


mark_id
The ID of the mark of attachments to unrealize.  Vaild values are 1 and 2.

","Examples
Unrealize all attachments in the model:
*createmark attachments 1 all
*AE_Unrealize 1
","Errors
Incorrect usage results in a Tcl error. To detect
        errors, you can use the catch
        command:if { [ catch {command_name...} ] } {
   # Handle error
}
"
27,*alignnode,"Description
Aligns a node along the imaginary line between two other nodes.
","Inputs

end_node1
The ID of the first end node.
end_node2
The ID of the second end node.
node
The ID of the node to align.

","Examples
To align node 100 between nodes 200 and 300:
*alignnode 200 300 100
","Errors
Incorrect usage results in a Tcl error. To detect
        errors, you can use the catch
        command:if { [ catch {command_name...} ] } {
   # Handle error
}
"
28,*alignnode3,"Description
Aligns multiple nodes along the imaginary line between two other nodes.
","Inputs

end_node1
The ID of the first end node.
end_node2
The ID of the second end node.
mark_id
The ID of the mark of nodes to align. Valid values are 1 and 2.

","Examples
To align nodes 100-110 between nodes 200 and 300:
*createmark nodes 1 100-110
*alignnode2 200 300 1
","Errors
Incorrect usage results in a Tcl error. To detect
        errors, you can use the catch
        command:if { [ catch {command_name...} ] } {
   # Handle error
}
"
29,*allsuppressactive,"Description
This command takes an integer state indicating the active/inactive
        status for all supported entities.
","Inputs

state
Indicates to set all supported entities as:
0 - To active and to turn on their display. 
1 - To inactive and remove them from the display. 
2 - To active, but not to re-display them.



","Examples
To set all supported entities to active and re-display:
*allsuppressactive 0
To set all supported entities to inactive:
*allsuppressactive 1
To set all supported entities to active and not re-display:
*allsuppressactive 2
",
